"State","FIPS","Name","TotalVotes","Obama","Romney"
"NV",32001,"Churchill",10265,2961,7061
"NE",31185,"York",6246,1352,4814
"NE",31183,"Wheeler",446,93,345
"NE",31181,"Webster",1730,440,1255
"NE",31179,"Wayne",3659,1074,2493
"NE",31177,"Washington",10121,3103,6857
"NE",31175,"Valley",2168,494,1643
"NE",31173,"Thurston",1993,1153,823
"NE",31171,"Thomas",408,42,360
"NE",31169,"Thayer",2627,724,1853
"NE",31167,"Stanton",2623,607,1945
"NE",31165,"Sioux",735,101,623
"NE",31163,"Sherman",1508,549,919
"NE",31161,"Sheridan",2450,389,2010
"NE",31159,"Seward",7445,2362,4947
"NE",31157,"Scotts Bluff",13867,4193,9427
"NE",31155,"Saunders",10203,3279,6725
"NE",31153,"Sarpy",66166,24709,40318
"NE",31151,"Saline",4832,2232,2518
"NE",31149,"Rock",784,103,669
"NE",31147,"Richardson",3680,1180,2407
"NE",31145,"Red Willow",4868,940,3855
"NE",31143,"Polk",2446,527,1886
"NE",31141,"Platte",13249,3095,9963
"NE",31139,"Pierce",3414,637,2707
"NE",31137,"Phelps",4336,875,3372
"NE",31135,"Perkins",1391,237,1133
"NE",31133,"Pawnee",1330,396,897
"NE",31131,"Otoe",6905,2542,4226
"NE",31129,"Nuckolls",2170,567,1563
"NE",31127,"Nemaha",3126,1089,1979
"NE",31125,"Nance",1604,477,1098
"NE",31123,"Morrill",2152,450,1658
"NE",31121,"Merrick",3457,921,2477
"NE",31119,"Madison",13512,3368,9874
"NE",31117,"McPherson",290,41,237
"NE",31115,"Loup",356,62,290
"NE",31113,"Logan",431,68,356
"NE",31111,"Lincoln",15266,4350,10545
"NE",31109,"Lancaster",123206,59970,61177
"NE",31107,"Knox",4015,1055,2878
"NE",31105,"Kimball",1665,391,1222
"NE",31103,"Keya Paha",481,80,392
"NE",31101,"Keith",4026,920,3036
"NE",31099,"Kearney",3156,761,2341
"NE",31097,"Johnson",2057,790,1223
"NE",31095,"Jefferson",3416,1185,2156
"NE",31093,"Howard",2856,914,1890
"NE",31091,"Hooker",394,59,330
"NE",31089,"Holt",4749,862,3789
"NE",31087,"Hitchcock",1739,310,1386
"NE",31085,"Hayes",535,50,473
"NE",31083,"Harlan",1584,311,1248
"NE",31081,"Hamilton",4824,1136,3582
"NE",31079,"Hall",19721,6971,12412
"NE",31077,"Greeley",1181,340,820
"NE",31075,"Grant",363,30,322
"NE",31073,"Gosper",975,230,732
"NE",31071,"Garfield",928,147,762
"NE",31069,"Garden",1088,242,829
"NE",31067,"Gage",9552,3870,5470
"NE",31065,"Furnas",2215,422,1767
"NE",31063,"Frontier",1422,381,1005
"NE",31061,"Franklin",1527,381,1110
"NE",31059,"Fillmore",2815,794,1972
"NE",31057,"Dundy",981,176,791
"NE",31055,"Douglas",210501,99261,108319
"NE",31053,"Dodge",14759,5588,8937
"NE",31051,"Dixon",2666,870,1745
"NE",31049,"Deuel",1012,215,763
"NE",31047,"Dawson",7680,2157,5370
"NE",31045,"Dawes",3634,1102,2435
"NE",31043,"Dakota",5977,2831,3048
"NE",31041,"Custer",5414,1066,4251
"NE",31039,"Cuming",3928,1015,2858
"NE",31037,"Colfax",3047,959,2045
"NE",31035,"Clay",2916,662,2213
"NE",31033,"Cheyenne",4197,983,3134
"NE",31031,"Cherry",3052,436,2557
"NE",31029,"Chase",1849,252,1573
"NE",31027,"Cedar",4260,952,3231
"NE",31025,"Cass",11952,4298,7453
"NE",31023,"Butler",3818,1028,2729
"NE",31021,"Burt",3343,1280,2016
"NE",31019,"Buffalo",19057,5266,13378
"NE",31017,"Brown",1545,223,1298
"NE",31015,"Boyd",1047,186,852
"NE",31013,"Box Butte",4541,1634,2795
"NE",31011,"Boone",2799,615,2136
"NE",31009,"Blaine",301,29,268
"NE",31007,"Banner",402,55,339
"NE",31005,"Arthur",261,30,227
"NE",31003,"Antelope",3209,571,2585
"NE",31001,"Adams",12451,3991,8235
"MT",30111,"Yellowstone",68561,26275,40421
"MT",30109,"Wibaux",544,25,421
"MT",30107,"Wheatland",989,272,690
"MT",30105,"Valley",3860,1386,2337
"MT",30103,"Treasure",453,114,317
"MT",30101,"Toole",2102,582,1440
"MT",30099,"Teton",3250,1073,2091
"MT",30097,"Sweet Grass",2105,473,1584
"MT",30095,"Stillwater",4560,1209,3237
"MT",30093,"Silver Bow",16617,10782,5374
"MT",30091,"Sheridan",1920,661,1203
"MT",30089,"Sanders",5888,1716,3971
"MT",30087,"Rosebud",3610,1478,2035
"MT",30085,"Roosevelt",3618,2044,1503
"MT",30083,"Richland",4602,992,3479
"MT",30081,"Ravalli",19797,6466,12817
"MT",30079,"Prairie",701,167,518
"MT",30077,"Powell",2763,884,1798
"MT",30075,"Powder River",1019,170,833
"MT",30073,"Pondera",2704,969,1666
"MT",30071,"Phillips",2228,471,1688
"MT",30069,"Petroleum",298,49,240
"MT",30067,"Park",8634,3728,4637
"MT",30065,"Musselshell",2353,482,1792
"MT",30063,"Missoula",59374,34380,23285
"MT",30061,"Mineral",2009,698,1212
"MT",30059,"Meagher",972,269,670
"MT",30057,"Madison",4511,1285,3115
"MT",30055,"McCone",988,221,742
"MT",30053,"Lincoln",8869,2544,6045
"MT",30051,"Liberty",983,257,698
"MT",30049,"Lewis and Clark",33032,15479,16673
"MT",30047,"Lake",13156,5715,7084
"MT",30045,"Judith Basin",1212,336,852
"MT",30043,"Jefferson",6490,2256,4042
"MT",30041,"Hill",6757,3372,3133
"MT",30039,"Granite",1705,533,1107
"MT",30037,"Golden Valley",479,110,351
"MT",30035,"Glacier",4287,2784,1391
"MT",30033,"Garfield",700,66,622
"MT",30031,"Gallatin",47113,21534,24051
"MT",30029,"Flathead",42465,13534,27694
"MT",30027,"Fergus",6044,1628,4243
"MT",30025,"Fallon",1399,236,1123
"MT",30023,"Deer Lodge",4408,2829,1431
"MT",30021,"Dawson",4417,1219,3024
"MT",30019,"Daniels",1001,236,735
"MT",30017,"Custer",5336,1824,3353
"MT",30015,"Chouteau",2804,969,1751
"MT",30013,"Cascade",33952,14949,18039
"MT",30011,"Carter",794,96,678
"MT",30009,"Carbon",5806,2126,3513
"MT",30007,"Broadwater",3005,761,2150
"MT",30005,"Blaine",2832,1598,1169
"MT",30003,"Big Horn",4561,2830,1655
"MT",30001,"Beaverhead",4749,1347,3251
"MO",29510,"St. Louis City",141135,116654,22617
"MO",29229,"Wright",7956,1953,5831
"MO",29227,"Worth",1048,341,664
"MO",29225,"Webster",15421,4407,10702
"MO",29223,"Wayne",5718,1811,3790
"MO",29221,"Washington",8616,3402,5008
"MO",29219,"Warren",14676,5219,9150
"MO",29217,"Vernon",8519,2580,5756
"MO",29215,"Texas",10764,2871,7618
"MO",29213,"Taney",21608,5462,15713
"MO",29211,"Sullivan",2595,908,1610
"MO",29209,"Stone",15974,3920,11780
"MO",29207,"Stoddard",12866,3153,9496
"MO",29205,"Shelby",3232,966,2188
"MO",29203,"Shannon",3688,1300,2260
"MO",29201,"Scott",16999,5122,11623
"MO",29199,"Scotland",1936,643,1246
"MO",29197,"Schuyler",1939,697,1174
"MO",29195,"Saline",9095,3785,5096
"MO",29189,"St. Louis County",524628,294735,223102
"MO",29187,"St. Francois",22590,8837,13248
"MO",29186,"Ste. Genevieve",8070,3813,4055
"MO",29185,"St. Clair",4626,1460,3019
"MO",29183,"St. Charles",185597,71798,110732
"MO",29181,"Ripley",5263,1396,3743
"MO",29179,"Reynolds",3196,1155,1927
"MO",29177,"Ray",10346,4264,5805
"MO",29175,"Randolph",9944,3031,6667
"MO",29173,"Ralls",5036,1736,3231
"MO",29171,"Putnam",2309,587,1673
"MO",29169,"Pulaski",13571,4199,9092
"MO",29167,"Polk",13119,3580,9252
"MO",29165,"Platte",45547,19171,25617
"MO",29163,"Pike",7319,2581,4576
"MO",29161,"Phelps",18188,5798,11893
"MO",29159,"Pettis",17171,5902,10840
"MO",29157,"Perry",7987,2184,5669
"MO",29155,"Pemiscot",6333,2671,3596
"MO",29153,"Ozark",4453,1261,3080
"MO",29151,"Osage",6918,1472,5330
"MO",29149,"Oregon",4421,1419,2886
"MO",29147,"Nodaway",8976,3172,5593
"MO",29145,"Newton",25080,6425,18179
"MO",29143,"New Madrid",7250,2814,4284
"MO",29141,"Morgan",8688,2773,5733
"MO",29139,"Montgomery",5317,1734,3486
"MO",29137,"Monroe",4057,1398,2564
"MO",29135,"Moniteau",6442,1608,4703
"MO",29133,"Mississippi",4918,1857,2996
"MO",29131,"Miller",11019,2651,8099
"MO",29129,"Mercer",1655,353,1255
"MO",29127,"Marion",12164,4034,7926
"MO",29125,"Maries",4538,1299,3165
"MO",29123,"Madison",4930,1588,3227
"MO",29121,"Macon",7159,2309,4700
"MO",29119,"McDonald",7817,1920,5694
"MO",29117,"Livingston",6054,1906,4006
"MO",29115,"Linn",5527,2031,3331
"MO",29113,"Lincoln",22649,7733,14330
"MO",29111,"Lewis",4278,1507,2677
"MO",29109,"Lawrence",15748,4014,11417
"MO",29107,"Lafayette",15786,5650,9800
"MO",29105,"LaClede",15361,4093,10934
"MO",29103,"Knox",1957,698,1205
"MO",29101,"Johnson",21001,7661,12750
"MO",29099,"Jefferson",97613,41570,53973
"MO",29097,"Jasper",45213,12808,31345
"MO",29095,"Jackson",306854,180100,121891
"MO",29093,"Iron",4031,1669,2252
"MO",29091,"Howell",16341,4393,11541
"MO",29089,"Howard",4861,1722,3012
"MO",29087,"Holt",2310,551,1725
"MO",29085,"Hickory",4680,1733,2835
"MO",29083,"Henry",10121,3604,6229
"MO",29081,"Harrison",3695,984,2624
"MO",29079,"Grundy",4374,1212,3030
"MO",29077,"Greene",125639,46130,76786
"MO",29075,"Gentry",2997,937,1986
"MO",29073,"Gasconade",7134,2099,4895
"MO",29071,"Franklin",46573,16294,29271
"MO",29069,"Dunklin",10649,3635,6849
"MO",29067,"Douglas",6556,1709,4649
"MO",29065,"Dent",6643,1585,4883
"MO",29063,"DeKalb",4350,1194,3056
"MO",29061,"Daviess",3512,1124,2282
"MO",29059,"Dallas",7279,2122,4992
"MO",29057,"Dade",3896,939,2895
"MO",29055,"Crawford",9579,2951,6434
"MO",29053,"Cooper",7511,2474,4887
"MO",29051,"Cole",37058,12003,24488
"MO",29049,"Clinton",9830,3685,5904
"MO",29047,"Clay",105465,47250,56131
"MO",29045,"Clark",3225,1398,1730
"MO",29043,"Christian",37952,9809,27465
"MO",29041,"Chariton",3821,1339,2402
"MO",29039,"Cedar",6043,1536,4375
"MO",29037,"Cass",48913,17044,30912
"MO",29035,"Carter",2799,754,1978
"MO",29033,"Carroll",4304,1154,3072
"MO",29031,"Cape Girardeau",35672,9713,25343
"MO",29029,"Camden",21942,6458,15089
"MO",29027,"Callaway",18228,6070,11742
"MO",29025,"Caldwell",4171,1313,2724
"MO",29023,"Butler",16889,4363,12248
"MO",29021,"Buchanan",35106,15594,18660
"MO",29019,"Boone",79296,39782,37343
"MO",29017,"Bollinger",5455,1213,4094
"MO",29015,"Benton",9157,2925,6069
"MO",29013,"Bates",7771,2557,5020
"MO",29011,"Barton",5746,1232,4416
"MO",29009,"Barry",13806,3667,9832
"MO",29007,"Audrain",9951,3538,6186
"MO",29005,"Atchison",2709,756,1902
"MO",29003,"Andrew",8306,2649,5457
"MO",29001,"Adair",10121,4218,5648
"MS",28163,"Yazoo",10853,6220,4560
"MS",28161,"Yalobusha",6293,2984,3261
"MS",28159,"Winston",9758,4557,5147
"MS",28157,"Wilkinson",4238,2940,1275
"MS",28155,"Webster",4820,1087,3684
"MS",28153,"Wayne",10269,4116,6080
"MS",28151,"Washington",17137,12188,4870
"MS",28149,"Warren",19429,9899,9390
"MS",28147,"Walthall",7476,3386,4012
"MS",28145,"Union",10359,2481,7759
"MS",28143,"Tunica",4262,3371,867
"MS",28141,"Tishomingo",7850,1623,6070
"MS",28139,"Tippah",9008,2254,6625
"MS",28137,"Tate",11374,4572,6666
"MS",28135,"Tallahatchie",6363,3838,2480
"MS",28133,"Sunflower",10995,7989,2907
"MS",28131,"Stone",6820,1794,4924
"MS",28129,"Smith",8099,1979,6049
"MS",28127,"Simpson",12249,4723,7424
"MS",28125,"Sharkey",2258,1571,675
"MS",28123,"Scott",10584,4774,5728
"MS",28121,"Rankin",61438,14425,46318
"MS",28119,"Quitman",3979,2837,1116
"MS",28117,"Prentiss",10033,2817,7075
"MS",28115,"Pontotoc",12348,2785,9403
"MS",28113,"Pike",17429,9304,7986
"MS",28111,"Perry",5686,1519,4110
"MS",28109,"Pearl River",19938,3813,15836
"MS",28107,"Panola",16826,9079,7629
"MS",28105,"Oktibbeha",16001,8030,7728
"MS",28103,"Noxubee",6264,4920,1325
"MS",28101,"Newton",9039,3069,5909
"MS",28099,"Neshoba",10890,3030,7772
"MS",28097,"Montgomery",4807,2245,2543
"MS",28095,"Monroe",16789,6990,9661
"MS",28093,"Marshall",16141,9581,6444
"MS",28091,"Marion",11041,3833,7118
"MS",28089,"Madison",49571,20722,28507
"MS",28087,"Lowndes",24674,12037,12399
"MS",28085,"Lincoln",14303,4879,9333
"MS",28083,"Leflore",11600,8423,3115
"MS",28081,"Lee",34363,12043,22004
"MS",28079,"Leake",7921,3599,4283
"MS",28077,"Lawrence",6584,2394,4153
"MS",28075,"Lauderdale",30213,12642,17322
"MS",28073,"Lamar",22780,5037,17472
"MS",28071,"Lafayette",17191,7098,9772
"MS",28069,"Kemper",5052,3239,1789
"MS",28067,"Jones",30038,9146,20635
"MS",28065,"Jeff Davis",6618,4094,2439
"MS",28063,"Jefferson",3953,3508,431
"MS",28061,"Jasper",9340,5097,4193
"MS",28059,"Jackson",49290,15452,33262
"MS",28057,"Itawamba",8729,1599,6925
"MS",28055,"Issaquena",787,479,302
"MS",28053,"Humphreys",4481,3399,1069
"MS",28051,"Holmes",8076,6775,1264
"MS",28049,"Hinds",97639,70512,26450
"MS",28047,"Harrison",61602,22242,38646
"MS",28045,"Hancock",17023,3879,12859
"MS",28043,"Grenada",11320,5279,5980
"MS",28041,"Greene",5919,1325,4528
"MS",28039,"George",9826,1352,8353
"MS",28037,"Franklin",4443,1706,2705
"MS",28035,"Forrest",27789,12079,15339
"MS",28033,"DeSoto",64026,20979,42399
"MS",28031,"Covington",9145,3800,5282
"MS",28029,"Copiah",13002,7201,5714
"MS",28027,"Coahoma",9563,7164,2356
"MS",28025,"Clay",9659,5860,3735
"MS",28023,"Clarke",7199,2695,4415
"MS",28021,"Claiborne",5258,4633,608
"MS",28019,"Choctaw",3847,1283,2533
"MS",28017,"Chickasaw",7641,3914,3601
"MS",28015,"Carroll",5968,1990,3953
"MS",28013,"Calhoun",6273,2250,3961
"MS",28011,"Bolivar",14258,9772,4346
"MS",28009,"Benton",4080,2026,2030
"MS",28007,"Attala",7853,3368,4452
"MS",28005,"Amite",7661,3218,4393
"MS",28003,"Alcorn",14682,3449,11027
"MS",28001,"Adams",13621,7999,5542
"MN",27173,"Yellow Medicine",5397,2465,2806
"MN",27171,"Wright",69550,26584,41460
"MN",27169,"Winona",27103,14980,11480
"MN",27167,"Wilkin",3212,1258,1884
"MN",27165,"Watonwan",5115,2494,2517
"MN",27163,"Washington",141711,70203,69137
"MN",27161,"Waseca",9706,4370,5116
"MN",27159,"Wadena",6772,2492,4143
"MN",27157,"Wabasha",11722,5415,6049
"MN",27155,"Traverse",1840,942,860
"MN",27153,"Todd",11762,4819,6719
"MN",27151,"Swift",5087,2751,2248
"MN",27149,"Stevens",5621,2742,2766
"MN",27147,"Steele",19034,8706,9903
"MN",27145,"Stearns",78178,33552,43015
"MN",27143,"Sibley",7785,2916,4693
"MN",27141,"Sherburne",46320,17597,27848
"MN",27139,"Scott",71411,29714,40321
"MN",27137,"St. Louis",116460,74177,39675
"MN",27135,"Roseau",7330,2772,4409
"MN",27133,"Rock",4830,1945,2810
"MN",27131,"Rice",32160,17054,14380
"MN",27129,"Renville",7684,3394,4149
"MN",27127,"Redwood",7761,3008,4570
"MN",27125,"Red Lake",1963,928,978
"MN",27123,"Ramsey",277782,184936,86799
"MN",27121,"Pope",6224,2981,3142
"MN",27119,"Polk",14644,6773,7615
"MN",27117,"Pipestone",4637,1728,2828
"MN",27115,"Pine",13904,6750,6845
"MN",27113,"Pennington",6493,3024,3304
"MN",27111,"Otter Tail",31562,12165,18860
"MN",27109,"Olmsted",77951,39338,36832
"MN",27107,"Norman",3199,1730,1384
"MN",27105,"Nobles",8493,3793,4581
"MN",27103,"Nicollet",18285,9652,8214
"MN",27101,"Murray",4754,2160,2504
"MN",27099,"Mower",18471,11129,6938
"MN",27097,"Morrison",16662,6153,10159
"MN",27095,"Mille Lacs",13047,5829,6951
"MN",27093,"Meeker",12167,4969,6913
"MN",27091,"Martin",10927,4054,6657
"MN",27089,"Marshall",4335,1854,2380
"MN",27087,"Mahnomen",2179,1276,871
"MN",27085,"McLeod",18455,6970,11069
"MN",27083,"Lyon",12334,5465,6595
"MN",27081,"Lincoln",3113,1428,1594
"MN",27079,"Le Sueur",14730,6753,7714
"MN",27077,"Lake of the Woods",2220,859,1306
"MN",27075,"Lake",6797,4043,2610
"MN",27073,"Lac Qui Parle",3974,1974,1938
"MN",27071,"Koochiching",6432,3451,2841
"MN",27069,"Kittson",2405,1241,1095
"MN",27067,"Kandiyohi",21403,9806,11239
"MN",27065,"Kanabec",8107,3586,4319
"MN",27063,"Jackson",5415,2268,3044
"MN",27061,"Itasca",23833,12852,10500
"MN",27059,"Isanti",20131,8024,11675
"MN",27057,"Hubbard",11482,4676,6622
"MN",27055,"Houston",10422,5281,4951
"MN",27053,"Hennepin",677965,423979,240073
"MN",27051,"Grant",3471,1647,1748
"MN",27049,"Goodhue",25701,12212,12986
"MN",27047,"Freeborn",16645,9327,6970
"MN",27045,"Fillmore",10854,5713,4913
"MN",27043,"Faribault",7689,3407,4104
"MN",27041,"Douglas",20917,8665,11905
"MN",27039,"Dodge",10272,4487,5522
"MN",27037,"Dakota",230023,116252,109514
"MN",27035,"Crow Wing",34800,14760,19415
"MN",27033,"Cottonwood",5848,2433,3316
"MN",27031,"Cook",3304,1993,1221
"MN",27029,"Clearwater",4183,1753,2359
"MN",27027,"Clay",28771,15210,12920
"MN",27025,"Chisago",29331,12524,16227
"MN",27023,"Chippewa",6176,3083,2967
"MN",27021,"Cass",16080,6858,8957
"MN",27019,"Carver",52747,20745,31155
"MN",27017,"Carlton",18356,11389,6586
"MN",27015,"Brown",13882,5630,7938
"MN",27013,"Blue Earth",34039,18164,14916
"MN",27011,"Big Stone",2783,1345,1385
"MN",27009,"Benton",19521,8173,10849
"MN",27007,"Beltrami",21949,11818,9637
"MN",27005,"Becker",16329,6829,9204
"MN",27003,"Anoka",185714,88611,93430
"MN",27001,"Aitkin",9109,4412,4533
"MI",26165,"Wexford",13859,5717,7972
"MI",26163,"Wayne",814108,595253,213586
"MI",26161,"Washtenaw",179016,120791,56401
"MI",26159,"Van Buren",32798,16288,16140
"MI",26157,"Tuscola",26482,11643,14517
"MI",26155,"Shiawassee",33590,17197,15962
"MI",26153,"Schoolcraft",4046,1865,2142
"MI",26151,"Sanilac",18359,7212,10961
"MI",26149,"St. Joseph",23314,10106,12975
"MI",26147,"St. Clair",73740,33845,39076
"MI",26145,"Saginaw",97903,54372,42716
"MI",26143,"Roscommon",13032,6198,6701
"MI",26141,"Presque Isle",7077,3192,3794
"MI",26139,"Ottawa",132695,43068,88503
"MI",26137,"Otsego",11829,4681,7008
"MI",26135,"Oscoda",4027,1654,2308
"MI",26133,"Osceola",10265,3981,6140
"MI",26131,"Ontonagon",3535,1585,1906
"MI",26129,"Ogemaw",10361,4791,5437
"MI",26127,"Oceana",11438,5063,6239
"MI",26125,"Oakland",650306,349055,296531
"MI",26123,"Newaygo",21424,8723,12458
"MI",26121,"Muskegon",76054,44436,30882
"MI",26119,"Montmorency",5051,2049,2928
"MI",26117,"Montcalm",25383,11431,13624
"MI",26115,"Monroe",72682,36310,35593
"MI",26113,"Missaukee",7024,2274,4665
"MI",26111,"Midland",41808,17480,23942
"MI",26109,"Menominee",10922,5244,5565
"MI",26107,"Mecosta",16879,7515,9175
"MI",26105,"Mason",14588,6856,7580
"MI",26103,"Marquette",32144,18126,13609
"MI",26101,"Manistee",12385,6467,5736
"MI",26099,"Macomb",403388,207992,191896
"MI",26097,"Mackinac",6097,2652,3396
"MI",26095,"Luce",2477,951,1501
"MI",26093,"Livingston",97959,37186,60000
"MI",26091,"Lenawee",44619,21774,22351
"MI",26089,"Leelanau",14164,6576,7483
"MI",26087,"Lapeer",43025,18786,23725
"MI",26085,"Lake",5287,2752,2487
"MI",26083,"Keweenaw",1388,582,774
"MI",26081,"Kent",295418,134560,157801
"MI",26079,"Kalkaska",8281,3268,4897
"MI",26077,"Kalamazoo",122880,69045,52660
"MI",26075,"Jackson",69323,32301,36298
"MI",26073,"Isabella",24119,13038,10800
"MI",26071,"Iron",5987,2687,3224
"MI",26069,"Iosco",13330,6242,6906
"MI",26067,"Ionia",25730,11016,14319
"MI",26065,"Ingham",127579,80903,45365
"MI",26063,"Huron",15274,6432,8686
"MI",26061,"Houghton",14804,6530,8040
"MI",26059,"Hillsdale",19081,7106,11727
"MI",26057,"Gratiot",16011,7606,8236
"MI",26055,"Grand Traverse",47901,20875,26532
"MI",26053,"Gogebic",7576,4058,3444
"MI",26051,"Gladwin",12552,5760,6661
"MI",26049,"Genesee",202699,128972,71807
"MI",26047,"Emmet",17672,7225,10253
"MI",26045,"Eaton",54707,27912,26193
"MI",26043,"Dickinson",12785,4952,7688
"MI",26041,"Delta",18043,8330,9533
"MI",26039,"Crawford",6814,2994,3744
"MI",26037,"Clinton",39125,18187,20630
"MI",26035,"Clare",13492,6337,6988
"MI",26033,"Chippewa",15564,7100,8278
"MI",26031,"Cheboygan",13288,5829,7284
"MI",26029,"Charlevoix",14064,5936,7997
"MI",26027,"Cass",22461,9587,12660
"MI",26025,"Calhoun",58231,29270,28338
"MI",26023,"Branch",16278,6526,9575
"MI",26021,"Berrien",72322,33465,38209
"MI",26019,"Benzie",9847,4683,5071
"MI",26017,"Bay",51077,26797,23735
"MI",26015,"Barry",28483,11496,16651
"MI",26013,"Baraga",3490,1574,1866
"MI",26011,"Arenac",7826,3669,4054
"MI",26009,"Antrim",13184,5107,7917
"MI",26007,"Alpena",14014,6549,7298
"MI",26005,"Allegan",49199,19594,29023
"MI",26003,"Alger",4603,2212,2329
"MI",26001,"Alcona",6086,2462,3571
"MA",25019,"Nantucket",6097,3828,2185
"MD",24510,"Baltimore City",229897,201042,25501
"MD",24047,"Worcester",24526,9841,14334
"MD",24045,"Wicomico",38256,17481,20136
"MD",24043,"Washington",58653,23282,34113
"MD",24041,"Talbot",18671,7983,10442
"MD",24039,"Somerset",9272,4478,4706
"MD",24037,"St. Mary's",44076,17982,25096
"MD",24035,"Queen Anne's",23153,7898,14879
"MD",24033,"Prince George's",352292,317342,32236
"MD",24031,"Montgomery",404214,286493,110940
"MD",24029,"Kent",9143,4453,4533
"MD",24027,"Howard",141167,84017,54094
"MD",24025,"Harford",118417,46390,69496
"MD",24023,"Garrett",12113,2792,9102
"MD",24021,"Frederick",109127,51187,55495
"MD",24019,"Dorchester",14249,6570,7514
"MD",24017,"Charles",70167,45621,23637
"MD",24015,"Cecil",40037,15489,23660
"MD",24013,"Carroll",82171,26067,53960
"MD",24011,"Caroline",12526,4621,7674
"MD",24009,"Calvert",42168,18963,22413
"MD",24005,"Baltimore",354655,202733,144686
"MD",24003,"Anne Arundel",239189,115960,118165
"MD",24001,"Allegany",27817,9001,18158
"LA",22127,"Winn",6532,1919,4539
"LA",22125,"West Feliciana",5777,2441,3257
"LA",22123,"West Carroll",4548,853,3628
"LA",22121,"West Baton Rouge",12772,5692,6920
"LA",22119,"Webster",18413,6802,11397
"LA",22117,"Washington",18100,6351,11470
"LA",22115,"Vernon",15606,3173,12146
"LA",22113,"Vermilion",24984,5718,18909
"LA",22111,"Union",10766,3075,7561
"LA",22109,"Terrebonne",42335,12071,29500
"LA",22107,"Tensas",2812,1564,1230
"LA",22105,"Tangipahoa",50090,17720,31583
"LA",22103,"St. Tammany",112884,25723,84710
"LA",22101,"St. Mary",23636,9448,13883
"LA",22099,"St. Martin",25430,9419,15653
"LA",22097,"St. Landry",41647,19668,21475
"LA",22095,"St. John the Baptist",21122,13178,7620
"LA",22093,"St. James",12391,7055,5209
"LA",22091,"St. Helena",7093,4233,2756
"LA",22089,"St. Charles",25330,8894,15936
"LA",22087,"St. Bernard",13944,5052,8497
"LA",22085,"Sabine",10050,2194,7735
"LA",22083,"Richland",11507,4074,7316
"LA",22081,"Red River",4807,2253,2483
"LA",22079,"Rapides",58008,20040,37187
"LA",22077,"Pointe Coupee",12147,5436,6548
"LA",22075,"Plaquemines",10235,3597,6469
"LA",22073,"Ouachita",68437,26629,40927
"LA",22071,"Orleans",157233,126199,27967
"LA",22069,"Natchitoches",17257,7941,9077
"LA",22067,"Morehouse",12613,5887,6591
"LA",22065,"Madison",5187,3154,2000
"LA",22063,"Livingston",54033,7448,45488
"LA",22061,"Lincoln",18974,7947,10731
"LA",22059,"LaSalle",6572,764,5726
"LA",22057,"Lafourche",38725,9543,28332
"LA",22055,"Lafayette",98637,31766,64989
"LA",22053,"Jeff Davis",13733,3483,10014
"LA",22051,"Jefferson",175733,70000,102325
"LA",22049,"Jackson",7529,2305,5132
"LA",22047,"Iberville",17014,9548,7271
"LA",22045,"Iberia",33392,12129,20890
"LA",22043,"Grant",8666,1421,7082
"LA",22041,"Franklin",9336,2921,6294
"LA",22039,"Evangeline",15765,5330,10176
"LA",22037,"East Feliciana",10209,4648,5397
"LA",22035,"East Carroll",3384,2244,1122
"LA",22033,"East Baton Rouge",197912,102460,92235
"LA",22031,"DeSoto",13050,5552,7353
"LA",22029,"Concordia",9380,3833,5450
"LA",22027,"Claiborne",6732,3014,3649
"LA",22025,"Catahoula",4193,1408,2744
"LA",22023,"Cameron",3744,408,3260
"LA",22021,"Caldwell",4716,1016,3640
"LA",22019,"Calcasieu",81718,28357,51844
"LA",22017,"Caddo",111516,57879,52378
"LA",22015,"Bossier",48559,12955,34986
"LA",22013,"Bienville",7203,3490,3641
"LA",22011,"Beauregard",14223,2827,11111
"LA",22009,"Avoyelles",17027,6075,10667
"LA",22007,"Assumption",10991,4754,6082
"LA",22005,"Ascension",51056,16343,33846
"LA",22003,"Allen",9306,2616,6495
"LA",22001,"Acadia",26834,6559,19931
"KY",21239,"Woodford",12331,4883,7218
"KY",21237,"Wolfe",2559,976,1542
"KY",21235,"Whitley",13068,2683,10232
"KY",21233,"Webster",5470,1765,3607
"KY",21231,"Wayne",7210,1855,5289
"KY",21229,"Washington",5218,1669,3495
"KY",21227,"Warren",43889,16805,26384
"KY",21225,"Union",5975,1941,3952
"KY",21223,"Trimble",3540,1355,2133
"KY",21221,"Trigg",6740,2115,4520
"KY",21219,"Todd",4718,1403,3247
"KY",21217,"Taylor",10946,3284,7551
"KY",21215,"Spencer",8431,2549,5726
"KY",21213,"Simpson",7089,2650,4355
"KY",21211,"Shelby",18659,6634,11790
"KY",21209,"Scott",20565,7532,12679
"KY",21207,"Russell",7907,1445,6346
"KY",21205,"Rowan",7641,3438,4035
"KY",21203,"Rockcastle",6216,1097,5028
"KY",21201,"Robertson",935,340,579
"KY",21199,"Pulaski",26003,4976,20714
"KY",21197,"Powell",4441,1620,2726
"KY",21195,"Pike",23632,5645,17589
"KY",21193,"Perry",10240,2047,8040
"KY",21191,"Pendleton",5534,1859,3556
"KY",21189,"Owsley",1580,283,1279
"KY",21187,"Owen",4555,1501,2971
"KY",21185,"Oldham",29873,9240,20179
"KY",21183,"Ohio",9646,2987,6470
"KY",21181,"Nicholas",2580,948,1583
"KY",21179,"Nelson",18532,7611,10673
